financial_id,incident_id,cost_category,amount_usd,currency,recorded_date
FIN01293,INC01090,Legal,208422.34,USD,2026-01-27
FIN01294,INC00381,Downtime Loss,223708.6,USD,2025-10-04
FIN01295,INC00359,PR/Reputation,212544.24,USD,2025-06-26
FIN01296,INC00462,Regulatory Fine,74023.2,USD,2025-03-09
FIN01297,INC00462,Legal,190823.03,USD,2025-05-25
FIN01298,INC00487,PR/Reputation,250.0,USD,2024-11-17
FIN01299,INC00487,Remediation,56652.85,USD,2026-02-05
FIN01300,INC01502,Forensics,72061.98,USD,2025-11-09
FIN01301,INC01338,PR/Reputation,205904.13,USD,2025-01-08
FIN01302,INC01960,Forensics,45812.64,USD,2025-04-01
FIN01303,INC00454,Regulatory Fine,74023.2,USD,2026-05-06
FIN01304,INC00454,Regulatory Fine,246565.39,USD,2025-06-16
FIN01305,INC00960,PR/Reputation,73065.42,USD,2026-05-11
FIN01306,INC01957,Remediation,18552.35,USD,2025-04-16
FIN01307,INC00370,Customer Notification,59887.67,USD,2024-10-01
FIN01308,INC01328,Customer Notification,61533.41,USD,2024-11-27
FIN01309,INC01456,Forensics,50495.34,USD,2026-06-24
FIN01310,INC01456,Forensics,45812.64,USD,2025-12-21
FIN01311,INC00919,Forensics,45812.64,USD,2024-11-28
FIN01312,INC01457,PR/Reputation,250.0,USD,2024-07-09
FIN01313,INC01457,Downtime Loss,3655.21,USD,2026-04-18
FIN01314,INC01374,Regulatory Fine,74023.2,USD,2026-05-29
FIN01315,INC01706,Remediation,210389.37,USD,2026-01-31
FIN01316,INC01151,Downtime Loss,70732.23,USD,2025-01-27
FIN01317,INC00074,Remediation,56652.85,USD,2025-05-11
FIN01318,INC01165,Uncategorized,250.0,USD,2026-06-08
FIN01319,INC01165,Forensics,34018.98,USD,2024-12-15
FIN01320,INC01975,Forensics,131095.64,USD,2025-10-27
FIN01321,INC01975,Uncategorized,113727.32,USD,2024-07-11
FIN01322,INC00832,Forensics,45812.64,USD,2025-07-12
FIN01323,INC01581,Regulatory Fine,201365.83,USD,2024-10-29
FIN01324,INC01052,Forensics,250.0,USD,2025-11-02
FIN01325,INC00106,PR/Reputation,114579.16,USD,2024-07-21
FIN01326,INC01332,PR/Reputation,77037.06,USD,2025-01-09
FIN01327,INC01936,PR/Reputation,73065.42,USD,2025-12-18
FIN01328,INC00177,Regulatory Fine,202146.45,USD,2025-03-02
FIN01329,INC00797,Remediation,250.0,USD,2025-03-10
FIN01330,INC00797,Uncategorized,218623.33,USD,2024-10-26
FIN01331,INC00780,PR/Reputation,166514.99,USD,2024-12-25
FIN01332,INC01845,Uncategorized,44845.45,USD,2025-10-05
FIN01333,INC01463,Regulatory Fine,250.0,USD,2025-07-28
FIN01334,INC01464,Regulatory Fine,239760.29,USD,2025-06-14
FIN01335,INC01173,Legal,56164.0,USD,2024-12-31
FIN01336,INC01283,Forensics,45812.64,USD,2024-09-08
FIN01337,INC01422,Regulatory Fine,87877.14,USD,2025-08-28
FIN01338,INC01422,Regulatory Fine,74023.2,USD,2024-12-16
FIN01339,INC01857,Uncategorized,98793.99,USD,2025-07-31
FIN01340,INC01857,Remediation,250.0,USD,2025-03-10
FIN01341,INC01255,Downtime Loss,206679.51,USD,2025-01-20
FIN01342,INC01080,Forensics,250.0,USD,2026-01-24
FIN01343,INC00576,Customer Notification,61533.41,USD,2026-03-06
FIN01344,INC01367,PR/Reputation,243770.51,USD,2025-09-03
FIN01345,INC01367,Legal,56164.0,USD,2025-12-13
FIN01346,INC00542,Customer Notification,250.0,USD,2025-12-25
FIN01347,INC00148,Legal,56164.0,USD,2025-09-03
FIN01348,INC00148,Remediation,157867.58,USD,2024-12-15
FIN01349,INC01611,PR/Reputation,73065.42,USD,2026-04-01
FIN01350,INC00513,Regulatory Fine,74023.2,USD,2025-07-14
FIN01351,INC00513,Remediation,56652.85,USD,2026-02-25
FIN01352,INC00068,Regulatory Fine,250.0,USD,2026-02-20
FIN01353,INC01955,Uncategorized,200668.06,USD,2026-04-25
FIN01354,INC01955,Forensics,176686.6,USD,2024-07-19
FIN01355,INC01246,Remediation,40972.51,USD,2025-12-04
FIN01356,INC01681,Customer Notification,61533.41,USD,2025-03-24
FIN01357,INC01011,Forensics,175577.4,USD,2025-12-03
FIN01358,INC01939,Uncategorized,220624.18,USD,2024-12-06
FIN01359,INC01939,Forensics,45812.64,USD,2025-08-22
FIN01360,INC01473,Regulatory Fine,250.0,USD,2025-10-24
FIN01361,INC01473,Customer Notification,61533.41,USD,2025-12-12
FIN01362,INC01395,Remediation,149522.54,USD,2025-08-06
FIN01363,INC01395,Downtime Loss,70732.23,USD,2025-03-19
FIN01364,INC00986,Remediation,185486.8,USD,2025-03-30
FIN01365,INC00898,PR/Reputation,73065.42,USD,2026-01-07
FIN01366,INC00898,PR/Reputation,50686.54,USD,2026-05-28
FIN01367,INC00884,Downtime Loss,59780.08,USD,2026-01-22
FIN01368,INC00668,Remediation,80150.49,USD,2026-05-29
FIN01369,INC01928,Forensics,250.0,USD,2026-03-20
FIN01370,INC01869,Uncategorized,198624.42,USD,2025-11-25
FIN01371,INC01421,Forensics,45812.64,USD,2024-11-08
FIN01372,INC01816,Downtime Loss,250.0,USD,2024-07-28
FIN01373,INC01816,Legal,105621.7,USD,2025-07-10
FIN01374,INC01334,PR/Reputation,101005.03,USD,2025-09-12
FIN01375,INC01563,Customer Notification,35912.63,USD,2025-04-25
FIN01376,INC00001,PR/Reputation,250.0,USD,2026-06-12
FIN01377,INC01506,Uncategorized,250.0,USD,2025-01-28
FIN01378,INC00842,Regulatory Fine,28555.98,USD,2026-02-23
FIN01379,INC00842,Forensics,250.0,USD,2025-07-18
FIN01380,INC01683,Forensics,12474.27,USD,2025-10-01
FIN01381,INC01358,Customer Notification,2971.84,USD,2026-04-10
FIN01382,INC00252,Uncategorized,250.0,USD,2025-02-03
FIN01383,INC01847,Uncategorized,210780.63,USD,2024-11-20
FIN01384,INC00732,Remediation,56652.85,USD,2025-12-30
FIN01385,INC00478,Forensics,250.0,USD,2026-01-21
FIN01386,INC00336,PR/Reputation,171687.97,USD,2025-07-09
FIN01387,INC00323,Regulatory Fine,32797.95,USD,2026-06-23
FIN01388,INC00063,PR/Reputation,250.0,USD,2026-04-28
FIN01389,INC00765,Remediation,204737.74,USD,2025-03-24
FIN01390,INC01967,Regulatory Fine,227312.16,USD,2026-05-09
FIN01391,INC01967,Regulatory Fine,74023.2,USD,2025-04-25
FIN01392,INC01220,Customer Notification,61533.41,USD,2024-12-30
FIN01393,INC01220,Forensics,60987.16,USD,2026-01-27
FIN01394,INC00538,Uncategorized,69435.28,USD,2025-10-02
FIN01395,INC01442,Downtime Loss,250.0,USD,2026-05-14
FIN01396,INC01656,Regulatory Fine,250.0,USD,2025-11-14
FIN01397,INC00307,Forensics,45812.64,USD,2025-06-26
FIN01398,INC01691,Regulatory Fine,250.0,USD,2024-07-28
FIN01399,INC00243,Remediation,81077.76,USD,2026-01-20
FIN01400,INC01033,Remediation,250.0,USD,2026-01-17
FIN01401,INC01033,PR/Reputation,6258.04,USD,2026-05-31
FIN01402,INC01419,Uncategorized,72485.79,USD,2025-10-18
FIN01403,INC01500,PR/Reputation,163761.26,USD,2026-02-06
FIN01404,INC01755,Customer Notification,184921.26,USD,2025-08-08
FIN01405,INC01319,Forensics,45812.64,USD,2025-03-07
FIN01406,INC01708,Downtime Loss,154984.95,USD,2025-11-11
FIN01407,INC00617,Uncategorized,166150.19,USD,2025-11-24
FIN01408,INC00173,Forensics,45812.64,USD,2024-12-29
FIN01409,INC01783,Forensics,45812.64,USD,2026-01-25
FIN01410,INC01783,Legal,37284.42,USD,2025-08-31
FIN01411,INC00409,Downtime Loss,99156.77,USD,2025-03-26
FIN01412,INC01102,PR/Reputation,73065.42,USD,2024-11-12
FIN01413,INC00425,Customer Notification,209315.31,USD,2025-01-06
FIN01414,INC00790,Legal,56164.0,USD,2024-09-15
FIN01415,INC00790,Downtime Loss,138974.52,USD,2025-08-02
FIN01416,INC00222,Customer Notification,177915.72,USD,2025-08-11
FIN01417,INC00612,Remediation,56652.85,USD,2025-01-04
FIN01418,INC01172,Forensics,76609.53,USD,2025-08-20
FIN01419,INC01787,Forensics,45812.64,USD,2024-09-07
FIN01420,INC00600,Regulatory Fine,74023.2,USD,2025-07-04
FIN01421,INC00600,PR/Reputation,209902.32,USD,2024-11-23
FIN01422,INC00714,Forensics,45812.64,USD,2026-01-16
FIN01423,INC00714,PR/Reputation,147507.07,USD,2024-07-28
FIN01424,INC00535,Legal,171925.27,USD,2025-07-15
FIN01425,INC01558,Customer Notification,250.0,USD,2025-06-15
FIN01426,INC01558,Forensics,185400.34,USD,2026-01-10
FIN01427,INC01174,Forensics,45812.64,USD,2025-04-17
FIN01428,INC01174,Uncategorized,74643.53,USD,2025-09-11
FIN01429,INC01008,Forensics,244983.35,USD,2025-01-02
FIN01430,INC01604,Regulatory Fine,51105.82,USD,2025-04-02
FIN01431,INC01604,Downtime Loss,139919.57,USD,2025-08-04
FIN01432,INC01901,Downtime Loss,250.0,USD,2025-01-19
FIN01433,INC01901,Downtime Loss,113785.47,USD,2024-08-28
FIN01434,INC01108,Legal,56164.0,USD,2025-02-19
FIN01435,INC01478,Remediation,56652.85,USD,2025-06-28
FIN01436,INC01097,PR/Reputation,250.0,USD,2025-01-05
FIN01437,INC01097,PR/Reputation,61905.68,USD,2025-10-25
FIN01438,INC00631,Downtime Loss,250.0,USD,2026-04-18
FIN01439,INC01236,Remediation,100067.47,USD,2025-11-04
FIN01440,INC01707,Customer Notification,61533.41,USD,2026-01-07
FIN01441,INC01707,Remediation,56310.85,USD,2026-06-04
FIN01442,INC01265,PR/Reputation,73065.42,USD,2026-01-13
FIN01443,INC00327,Legal,250.0,USD,2025-12-04
FIN01444,INC00327,Uncategorized,250.0,USD,2024-07-20
FIN01445,INC00983,Customer Notification,103611.37,USD,2025-04-18
FIN01446,INC00983,PR/Reputation,250.0,USD,2024-11-17
FIN01447,INC00185,Forensics,45812.64,USD,2024-10-01
FIN01448,INC00588,PR/Reputation,250.0,USD,2026-04-21
FIN01449,INC01533,Remediation,56652.85,USD,2026-03-07
FIN01450,INC01585,Legal,250.0,USD,2025-05-04
FIN01451,INC01446,Forensics,45812.64,USD,2026-05-11
FIN01452,INC01446,Downtime Loss,250.0,USD,2024-07-22
FIN01453,INC00474,Legal,120229.16,USD,2026-05-16
FIN01454,INC00930,Legal,56164.0,USD,2025-03-04
FIN01455,INC01203,Legal,250.0,USD,2025-12-31
FIN01456,INC01760,Uncategorized,27152.54,USD,2025-11-10
FIN01457,INC00465,Remediation,250.0,USD,2026-05-18
FIN01458,INC01579,PR/Reputation,171070.15,USD,2025-07-30
FIN01459,INC01226,Remediation,56652.85,USD,2025-04-28
FIN01460,INC00379,Remediation,187743.67,USD,2026-03-10
FIN01461,INC00547,Forensics,79829.79,USD,2025-03-01
FIN01462,INC01843,Downtime Loss,202689.5,USD,2025-08-06
FIN01463,INC00885,Regulatory Fine,250.0,USD,2025-05-01
FIN01464,INC01551,Legal,250.0,USD,2025-05-31
FIN01465,INC01551,Regulatory Fine,74023.2,USD,2024-12-02
FIN01466,INC01648,PR/Reputation,171976.81,USD,2026-03-04
FIN01467,INC00121,PR/Reputation,73065.42,USD,2024-07-19
FIN01468,INC00402,Forensics,45812.64,USD,2026-05-03
FIN01469,INC00402,Uncategorized,970.82,USD,2026-03-23
FIN01470,INC00966,Uncategorized,4738.32,USD,2024-09-18
FIN01471,INC00966,Uncategorized,72485.79,USD,2025-11-05
FIN01472,INC01652,Forensics,250.0,USD,2024-10-28
FIN01473,INC00083,PR/Reputation,73065.42,USD,2025-02-19
FIN01474,INC00210,Regulatory Fine,146525.63,USD,2025-05-08
FIN01475,INC01200,Legal,14486.85,USD,2025-03-17
FIN01476,INC00887,Remediation,56652.85,USD,2025-01-15
FIN01477,INC00249,Remediation,250.0,USD,2025-09-18
FIN01478,INC00690,Uncategorized,250.0,USD,2026-05-29
FIN01479,INC00690,Uncategorized,12397.44,USD,2026-03-17
FIN01480,INC00641,Remediation,250.0,USD,2025-02-02
FIN01481,INC01049,Uncategorized,250.0,USD,2025-01-09
FIN01482,INC00514,Remediation,77675.38,USD,2025-11-30
FIN01483,INC01616,Downtime Loss,232120.93,USD,2025-08-01
FIN01484,INC00070,Legal,54416.5,USD,2025-03-10
FIN01485,INC00554,Regulatory Fine,116817.42,USD,2025-09-09
FIN01486,INC00554,PR/Reputation,73065.42,USD,2025-04-25
FIN01487,INC00822,Legal,250.0,USD,2024-11-24
FIN01488,INC00822,Uncategorized,72485.79,USD,2024-10-22
FIN01489,INC00675,Legal,56164.0,USD,2025-12-23
FIN01490,INC01036,Forensics,75078.03,USD,2026-05-18
FIN01491,INC01315,Downtime Loss,250.0,USD,2026-01-27
FIN01492,INC01315,Legal,214675.12,USD,2026-04-30
FIN01493,INC01089,Forensics,45812.64,USD,2026-02-27
FIN01494,INC01089,Remediation,56652.85,USD,2025-09-02
FIN01495,INC00726,Remediation,56652.85,USD,2024-08-10
FIN01496,INC01133,Remediation,79779.51,USD,2024-10-12
FIN01497,INC00657,Legal,250.0,USD,2024-12-06
FIN01498,INC00657,Regulatory Fine,152991.05,USD,2024-09-17
FIN01499,INC01515,PR/Reputation,73065.42,USD,2025-03-29
FIN01500,INC01515,Regulatory Fine,168991.51,USD,2025-05-01
FIN01501,INC00170,Forensics,250.0,USD,2026-06-11
FIN01502,INC00170,Downtime Loss,70732.23,USD,2024-11-20
FIN01503,INC01711,Regulatory Fine,102668.06,USD,2025-11-15
FIN01504,INC01711,Legal,83309.59,USD,2025-07-06
FIN01505,INC01163,PR/Reputation,3719.49,USD,2025-01-17
FIN01506,INC01884,Forensics,45812.64,USD,2025-11-28
FIN01507,INC01884,Uncategorized,72485.79,USD,2024-12-25
FIN01508,INC00589,Remediation,99168.81,USD,2026-05-05
FIN01509,INC00059,Forensics,94097.58,USD,2026-01-25
FIN01510,INC01253,Uncategorized,65477.19,USD,2024-11-10
FIN01511,INC00936,PR/Reputation,250.0,USD,2025-01-14
FIN01512,INC01913,Remediation,147701.89,USD,2025-11-21
FIN01513,INC01913,Uncategorized,82105.93,USD,2026-01-02
FIN01514,INC00328,Remediation,250.0,USD,2026-05-04
FIN01515,INC00568,Uncategorized,50751.3,USD,2026-05-31
FIN01516,INC00568,Legal,96697.0,USD,2025-12-24
FIN01517,INC01256,Regulatory Fine,74023.2,USD,2025-12-06
FIN01518,INC00050,Forensics,21196.26,USD,2024-09-12
FIN01519,INC00054,Legal,56164.0,USD,2024-10-04
FIN01520,INC00980,Downtime Loss,119206.89,USD,2025-08-22
FIN01521,INC00788,Forensics,90819.92,USD,2026-05-01
FIN01522,INC00006,Uncategorized,194188.5,USD,2025-09-21
FIN01523,INC00852,Uncategorized,72485.79,USD,2025-12-25
FIN01524,INC00852,Uncategorized,151910.65,USD,2026-06-22
FIN01525,INC01977,Forensics,167572.57,USD,2026-05-18
FIN01526,INC01191,Uncategorized,72485.79,USD,2025-07-02
FIN01527,INC01932,Remediation,56652.85,USD,2024-08-19
FIN01528,INC01278,Legal,24137.2,USD,2025-01-11
FIN01529,INC00846,Customer Notification,250.0,USD,2026-04-23
FIN01530,INC01101,Customer Notification,228359.76,USD,2025-05-17
FIN01531,INC01184,PR/Reputation,221961.51,USD,2025-06-04
FIN01532,INC00722,Customer Notification,185056.58,USD,2024-09-24
FIN01533,INC01575,Uncategorized,128852.68,USD,2024-11-24
FIN01534,INC01282,Remediation,56652.85,USD,2025-11-13
FIN01535,INC01950,Forensics,115598.71,USD,2025-09-21
FIN01536,INC01222,Downtime Loss,93365.18,USD,2024-11-21
FIN01537,INC01222,Downtime Loss,16202.67,USD,2024-08-04
FIN01538,INC00343,PR/Reputation,73065.42,USD,2026-01-30
FIN01539,INC01388,Customer Notification,61533.41,USD,2024-10-11
FIN01540,INC00427,Uncategorized,80126.71,USD,2025-12-18
FIN01541,INC01586,Legal,56164.0,USD,2025-06-03
FIN01542,INC00581,Remediation,1815.94,USD,2025-12-29
FIN01543,INC00927,Regulatory Fine,231458.29,USD,2026-04-03
FIN01544,INC00187,Downtime Loss,191093.57,USD,2024-09-18
FIN01545,INC01056,Uncategorized,235616.56,USD,2025-07-13
FIN01546,INC01056,Uncategorized,132868.59,USD,2025-08-22
FIN01547,INC00817,Customer Notification,87374.54,USD,2025-08-16
FIN01548,INC00161,Downtime Loss,173218.49,USD,2025-08-11
FIN01549,INC00518,Downtime Loss,42209.6,USD,2025-11-12
FIN01550,INC00881,Regulatory Fine,74023.2,USD,2025-01-20
FIN01551,INC00849,Regulatory Fine,35195.31,USD,2026-01-12
FIN01552,INC00467,Legal,11399.32,USD,2025-12-01
FIN01553,INC01262,Forensics,93470.33,USD,2025-01-11
FIN01554,INC01377,Legal,177857.19,USD,2026-03-03
FIN01555,INC01377,Customer Notification,250.0,USD,2025-05-12
FIN01556,INC01431,Regulatory Fine,74023.2,USD,2025-12-02
FIN01557,INC01431,Uncategorized,72485.79,USD,2024-08-01
FIN01558,INC00573,Regulatory Fine,74023.2,USD,2025-07-08
FIN01559,INC00270,Downtime Loss,142484.0,USD,2026-04-20
FIN01560,INC00270,Forensics,250.0,USD,2025-02-27
FIN01561,INC00751,Remediation,18706.69,USD,2025-08-08
FIN01562,INC00751,Remediation,56652.85,USD,2025-12-16
FIN01563,INC00453,Forensics,45812.64,USD,2025-12-26
FIN01564,INC00794,Customer Notification,61533.41,USD,2025-06-03
FIN01565,INC00012,Downtime Loss,160163.88,USD,2025-10-05
FIN01566,INC00012,PR/Reputation,73065.42,USD,2024-12-01
FIN01567,INC00738,Regulatory Fine,225749.37,USD,2025-10-13
FIN01568,INC00118,Forensics,45812.64,USD,2024-08-12
FIN01569,INC00596,PR/Reputation,73065.42,USD,2026-05-07
FIN01570,INC00028,Legal,250.0,USD,2026-01-15
FIN01571,INC00178,Downtime Loss,70732.23,USD,2026-01-30
FIN01572,INC00178,Remediation,250.0,USD,2026-01-16
FIN01573,INC01519,Forensics,198342.54,USD,2025-08-04
FIN01574,INC01519,Regulatory Fine,74023.2,USD,2024-10-23
FIN01575,INC01866,Downtime Loss,209517.6,USD,2024-06-30
FIN01576,INC00859,Legal,250.0,USD,2025-09-18
FIN01577,INC00696,Customer Notification,250.0,USD,2025-03-20
FIN01578,INC00805,Remediation,250.0,USD,2024-12-29
FIN01579,INC00508,PR/Reputation,250.0,USD,2025-09-22
FIN01580,INC00459,Forensics,250.0,USD,2025-07-02
FIN01581,INC00140,Downtime Loss,70732.23,USD,2025-04-09
FIN01582,INC00140,Uncategorized,72485.79,USD,2025-06-05
FIN01583,INC00196,Regulatory Fine,250.0,USD,2025-03-03
FIN01584,INC00511,Uncategorized,37248.38,USD,2025-05-24
FIN01585,INC01818,Uncategorized,250.0,USD,2024-12-12
FIN01586,INC00767,Regulatory Fine,250.0,USD,2025-07-14
FIN01587,INC01827,Customer Notification,134980.18,USD,2025-04-23
FIN01588,INC00235,Uncategorized,172936.71,USD,2025-07-11
FIN01589,INC00235,Customer Notification,250.0,USD,2025-02-11
FIN01590,INC00033,Forensics,250.0,USD,2025-03-06
FIN01591,INC00033,Regulatory Fine,74023.2,USD,2025-10-13
FIN01592,INC00582,Legal,228087.44,USD,2026-01-01
FIN01593,INC00016,Downtime Loss,70732.23,USD,2026-02-22
FIN01594,INC01182,Legal,218562.94,USD,2025-11-02
FIN01595,INC00230,Downtime Loss,250.0,USD,2026-02-15
FIN01596,INC00200,Downtime Loss,203277.64,USD,2026-06-19
FIN01597,INC01424,Legal,123467.05,USD,2026-06-27
FIN01598,INC01424,Legal,250.0,USD,2024-11-22
FIN01599,INC00119,Forensics,167209.62,USD,2026-04-08
FIN01600,INC00119,PR/Reputation,216701.75,USD,2025-06-21
FIN01601,INC00692,Forensics,198701.89,USD,2024-11-13
FIN01602,INC00606,Customer Notification,166547.71,USD,2024-11-02
FIN01603,INC00606,Customer Notification,61533.41,USD,2025-04-13
FIN01604,INC00165,Forensics,250.0,USD,2025-02-05
FIN01605,INC01874,Forensics,250.0,USD,2024-08-05
FIN01606,INC00128,Forensics,250.0,USD,2024-09-07
FIN01607,INC00540,Remediation,250.0,USD,2025-10-06
FIN01608,INC00438,Legal,50353.85,USD,2025-02-10
FIN01609,INC00289,Remediation,57619.84,USD,2025-08-13
FIN01610,INC00289,Customer Notification,250.0,USD,2026-06-02
FIN01611,INC01679,Remediation,194625.26,USD,2026-01-11
FIN01612,INC01679,Uncategorized,250.0,USD,2024-10-13
FIN01613,INC00021,PR/Reputation,199453.28,USD,2025-07-14
FIN01614,INC01562,Remediation,162010.29,USD,2024-10-09
FIN01615,INC01393,Regulatory Fine,250.0,USD,2025-06-05
FIN01616,INC00382,Legal,250.0,USD,2025-03-16
FIN01617,INC00904,Remediation,199334.06,USD,2025-08-28
FIN01618,INC00047,Forensics,211427.34,USD,2025-08-20
FIN01619,INC01142,Forensics,45812.64,USD,2024-09-30
FIN01620,INC00806,Customer Notification,161240.58,USD,2025-02-14
FIN01621,INC00806,Remediation,56652.85,USD,2026-06-22
FIN01622,INC00085,Uncategorized,225423.69,USD,2025-07-04
FIN01623,INC00255,Regulatory Fine,232200.64,USD,2026-02-16
FIN01624,INC01530,Legal,250.0,USD,2025-01-03
FIN01625,INC00301,Legal,250.0,USD,2025-01-16
FIN01626,INC00278,Customer Notification,61533.41,USD,2025-07-21
FIN01627,INC01112,Legal,188404.06,USD,2025-12-30
FIN01628,INC01112,Legal,80830.42,USD,2025-08-14
FIN01629,INC01807,Customer Notification,61533.41,USD,2025-05-11
FIN01630,INC00848,Customer Notification,84157.5,USD,2026-02-07
FIN01631,INC00388,Legal,47808.47,USD,2024-07-08
FIN01632,INC01815,Legal,250.0,USD,2026-06-01
FIN01633,INC00773,Legal,130644.45,USD,2024-10-15
FIN01634,INC01748,Uncategorized,9442.23,USD,2026-04-07
FIN01635,INC01938,PR/Reputation,74638.17,USD,2025-05-22
FIN01636,INC01546,PR/Reputation,217991.45,USD,2024-07-25
FIN01637,INC00332,Customer Notification,250.0,USD,2025-08-23
FIN01638,INC00032,Customer Notification,239913.91,USD,2025-03-31
FIN01639,INC00011,Regulatory Fine,74023.2,USD,2026-06-22
FIN01640,INC00973,Remediation,250.0,USD,2025-05-06
FIN01641,INC00263,PR/Reputation,135673.4,USD,2025-12-31
FIN01642,INC01405,Downtime Loss,75816.45,USD,2024-10-18
FIN01643,INC00528,Forensics,250.0,USD,2026-06-23
FIN01644,INC01550,PR/Reputation,250.0,USD,2025-10-01
FIN01645,INC01650,PR/Reputation,72950.8,USD,2026-01-24
FIN01646,INC01650,Regulatory Fine,60658.93,USD,2026-03-28
FIN01647,INC01150,Remediation,56652.85,USD,2025-03-13
FIN01648,INC01150,Customer Notification,246948.03,USD,2024-10-19
FIN01649,INC00447,Regulatory Fine,250.0,USD,2025-01-27
FIN01650,INC00447,Remediation,116708.93,USD,2025-06-01
FIN01651,INC00551,Legal,250.0,USD,2026-02-03
FIN01652,INC00149,Downtime Loss,125399.75,USD,2026-03-03
FIN01653,INC01718,Uncategorized,96462.8,USD,2026-05-26
FIN01654,INC01294,PR/Reputation,187428.78,USD,2025-12-09
FIN01655,INC01641,PR/Reputation,250.0,USD,2026-04-30
FIN01656,INC01190,Remediation,56652.85,USD,2025-05-04
FIN01657,INC01190,Legal,250.0,USD,2026-05-05
FIN01658,INC01312,Legal,202503.98,USD,2025-01-05
FIN01659,INC01312,Downtime Loss,70732.23,USD,2026-04-30
FIN01660,INC00843,PR/Reputation,116217.21,USD,2026-04-04
FIN01661,INC00843,Downtime Loss,250.0,USD,2026-05-09
FIN01662,INC01699,Remediation,10912.73,USD,2025-05-02
FIN01663,INC01699,PR/Reputation,183372.22,USD,2025-06-26
FIN01664,INC00660,Forensics,116662.0,USD,2026-05-04
FIN01665,INC01902,Legal,250.0,USD,2025-05-16
FIN01666,INC00729,Uncategorized,171488.09,USD,2024-08-03
FIN01667,INC01357,Forensics,45812.64,USD,2024-08-02
FIN01668,INC01284,Customer Notification,22208.55,USD,2026-02-22
FIN01669,INC01284,Regulatory Fine,102273.84,USD,2025-08-16
FIN01670,INC01109,Uncategorized,72485.79,USD,2026-04-28
FIN01671,INC01307,PR/Reputation,53251.51,USD,2026-05-24
FIN01672,INC01764,Downtime Loss,191609.76,USD,2025-03-29
FIN01673,INC00374,Remediation,41129.71,USD,2025-12-04
FIN01674,INC01924,Downtime Loss,70732.23,USD,2025-03-22
FIN01675,INC00321,Downtime Loss,113228.07,USD,2026-01-17
FIN01676,INC01593,Regulatory Fine,163200.43,USD,2025-03-14
FIN01677,INC01661,Forensics,45812.64,USD,2026-04-24
FIN01678,INC01597,Regulatory Fine,250.0,USD,2026-04-03
FIN01679,INC01219,Regulatory Fine,17419.73,USD,2026-05-26
FIN01680,INC01555,Downtime Loss,250.0,USD,2024-10-01
FIN01681,INC00460,PR/Reputation,214856.37,USD,2025-03-06
FIN01682,INC01749,Forensics,250.0,USD,2025-11-23
FIN01683,INC01749,Forensics,250.0,USD,2025-08-09
FIN01684,INC00377,Regulatory Fine,190583.97,USD,2025-11-13
FIN01685,INC01886,Legal,161609.34,USD,2025-05-30
FIN01686,INC01886,Downtime Loss,70732.23,USD,2026-06-12
FIN01687,INC01392,Forensics,183858.27,USD,2025-06-11
FIN01688,INC00665,Regulatory Fine,50280.37,USD,2026-01-13
FIN01689,INC00610,Regulatory Fine,74023.2,USD,2026-03-06
FIN01690,INC00610,Forensics,45812.64,USD,2025-11-14
FIN01691,INC00876,PR/Reputation,73065.42,USD,2026-05-27
FIN01692,INC01620,Regulatory Fine,74023.2,USD,2025-03-12
FIN01693,INC00434,Legal,56164.0,USD,2026-05-12
FIN01694,INC00351,Remediation,56652.85,USD,2025-10-11
FIN01695,INC00669,Regulatory Fine,163746.59,USD,2025-09-23
FIN01696,INC01337,Regulatory Fine,250.0,USD,2025-11-14
FIN01697,INC01580,PR/Reputation,250.0,USD,2025-12-05
FIN01698,INC01263,PR/Reputation,250.0,USD,2025-06-09
FIN01699,INC01945,Legal,250.0,USD,2026-02-18
FIN01700,INC00152,Remediation,250.0,USD,2024-08-27
FIN01701,INC01894,Downtime Loss,91492.94,USD,2025-08-12
FIN01702,INC01574,Legal,56164.0,USD,2026-02-05
FIN01703,INC01574,Regulatory Fine,74023.2,USD,2026-04-29
FIN01704,INC01776,PR/Reputation,194358.57,USD,2025-07-03
FIN01705,INC00771,Forensics,109832.95,USD,2024-09-01
FIN01706,INC00771,Remediation,250.0,USD,2025-08-04
FIN01707,INC01854,Customer Notification,107927.6,USD,2026-01-26
FIN01708,INC01854,PR/Reputation,250.0,USD,2025-07-20
FIN01709,INC01732,Legal,56164.0,USD,2026-04-20
FIN01710,INC00572,Uncategorized,161867.8,USD,2024-10-08
FIN01711,INC00081,Regulatory Fine,74023.2,USD,2025-09-12
FIN01712,INC00506,Forensics,45812.64,USD,2025-06-05
FIN01713,INC00506,Legal,207167.51,USD,2025-01-10
FIN01714,INC00525,PR/Reputation,250.0,USD,2025-07-02
FIN01715,INC01633,Downtime Loss,184911.62,USD,2025-06-02
FIN01716,INC01633,Downtime Loss,70732.23,USD,2025-08-23
FIN01717,INC01730,Legal,159345.4,USD,2025-06-12
FIN01718,INC00841,PR/Reputation,250.0,USD,2025-03-07
FIN01719,INC00703,Uncategorized,250.0,USD,2025-04-19
FIN01720,INC00703,Customer Notification,250.0,USD,2026-02-25
FIN01721,INC01889,PR/Reputation,73065.42,USD,2024-11-05
FIN01722,INC01717,Regulatory Fine,133758.03,USD,2024-09-14
FIN01723,INC01717,Uncategorized,250.0,USD,2026-05-26
FIN01724,INC00061,Downtime Loss,212742.11,USD,2026-02-24
