asset_id,client_id,asset_type,operating_system,criticality,ip_address,deployed_date,last_patch_date
AST00926,CLI0143,Server,Unknown,Low,192.168.226.85,2025-04-12,
AST00927,CLI0255,iot device,CentOS 7,Medium,192.168.52.161,2024-01-21,
AST00928,CLI0424,database,Windows Server 2019,High,10.193.57.252,2025-07-24,
AST00929,CLI0018,iot device,Windows Server 2019,High,10.8.54.48,2024-03-07,2025-10-30
AST00930,CLI0455,database,Unknown,Critical,10.32.88.3,2023-05-18,2026-04-16
AST00931,CLI0084,iot device,macOS Sonoma,Critical,192.168.85.135,2022-09-02,2026-04-23
AST00932,CLI0103,router,Ubuntu 20.04,Medium,172.22.16.197,2024-12-28,2026-06-05
AST00933,CLI0517,Server,Windows 11,Critical,172.22.215.73,2022-12-01,
AST00934,CLI0479,firewall,CentOS 7,Low,192.168.199.67,2023-05-06,2026-02-24
AST00935,CLI0247,database,Ubuntu 22.04,Medium,172.27.206.175,2022-09-02,2025-11-26
AST00936,CLI0092,workstation,macOS Sonoma,High,Unknown,2025-07-25,
AST00937,CLI0393,cloud instance,Ubuntu 22.04,High,192.168.87.201,2023-07-03,
AST00938,CLI0127,firewall,Unknown,High,192.168.68.15,2023-10-28,2026-02-16
AST00939,CLI0341,database,Unknown,High,172.31.109.156,2022-10-06,2025-07-05
AST00940,CLI0352,router,macOS Sonoma,High,172.23.112.7,2024-07-04,2025-07-03
AST00941,CLI0448,database,Ubuntu 22.04,High,10.63.132.74,2023-09-24,2026-03-26
AST00942,CLI0115,workstation,RHEL 8,High,192.168.70.109,2023-12-29,2025-10-15
AST00943,CLI0119,Server,RHEL 8,Medium,10.121.227.133,2026-03-10,
AST00944,CLI0002,cloud instance,Windows Server 2019,Medium,192.168.68.190,2023-08-10,
AST00945,CLI0434,iot device,RHEL 8,High,192.168.212.108,2025-01-31,2025-10-12
AST00946,CLI0228,workstation,macOS Sonoma,Low,192.168.124.8,2023-04-26,
AST00947,CLI0324,firewall,Ubuntu 20.04,High,10.113.228.47,2024-12-04,2025-10-24
AST00948,CLI0467,firewall,Unknown,High,172.18.17.87,2025-12-21,2025-09-07
AST00949,CLI0036,Server,RHEL 8,High,192.168.104.143,2022-12-30,2026-01-15
AST00950,CLI0127,cloud instance,Unknown,Critical,10.40.5.45,2024-03-13,2025-12-16
AST00951,CLI0507,cloud instance,macOS Sonoma,Low,10.90.85.193,2024-12-01,
AST00952,CLI0157,database,Ubuntu 22.04,High,192.168.246.92,2022-10-24,2026-06-19
AST00953,CLI0500,router,Ubuntu 20.04,High,10.216.107.198,2024-07-07,2026-03-24
AST00954,CLI0023,Server,macOS Sonoma,High,172.28.52.150,2024-03-15,
AST00955,CLI0357,router,macOS Sonoma,Low,172.20.227.186,2024-09-14,
AST00956,CLI0290,database,Unknown,Critical,172.28.1.52,2024-09-28,
AST00957,CLI0056,cloud instance,CentOS 7,High,192.168.79.56,2026-02-27,2025-06-30
AST00958,CLI0453,mobile device,Ubuntu 20.04,Medium,192.168.251.159,2024-02-11,2025-11-20
AST00959,CLI0201,Server,RHEL 8,High,192.168.250.166,2023-09-22,2026-06-25
AST00960,CLI0152,router,macOS Sonoma,High,10.63.187.132,2024-01-13,2026-01-22
AST00961,CLI0099,iot device,CentOS 7,Medium,172.27.39.142,2024-07-13,2025-12-24
AST00962,CLI0347,Server,macOS Sonoma,Medium,192.168.197.74,2026-03-14,
AST00963,CLI0251,Server,Windows 10,Medium,10.185.11.75,2025-01-06,
AST00964,CLI0177,router,Windows 10,High,192.168.233.51,2026-04-09,2025-09-27
AST00965,CLI0392,cloud instance,CentOS 7,High,Unknown,2024-10-21,2026-02-26
AST00966,CLI0085,workstation,CentOS 7,High,10.196.201.57,2024-01-31,2026-05-24
AST00967,CLI0231,Server,Unknown,Medium,192.168.216.140,2023-02-27,
AST00968,CLI0281,workstation,Unknown,Medium,192.168.195.252,2024-11-02,2026-03-31
AST00969,CLI0445,cloud instance,Unknown,Medium,192.168.55.242,2025-01-14,2026-04-09
AST00970,CLI0190,router,Windows Server 2019,Critical,10.107.70.238,2026-03-19,2025-10-19
AST00971,CLI0501,workstation,Unknown,High,10.0.206.232,2022-11-18,2025-11-28
AST00972,CLI0128,database,Windows 10,Medium,172.29.202.86,2023-03-06,2026-03-13
AST00973,CLI0185,Server,Unknown,Critical,10.56.113.37,2024-04-18,2026-04-23
AST00974,CLI0041,firewall,Unknown,Medium,10.98.62.186,2023-07-13,2026-05-25
AST00975,CLI0263,Server,Windows 10,Low,192.168.55.232,2025-12-19,
AST00976,CLI0176,router,Windows Server 2019,Medium,172.18.14.112,2023-11-11,2025-12-20
AST00977,CLI0301,Server,CentOS 7,Medium,192.168.4.222,2022-09-27,2025-07-01
AST00978,CLI0321,Server,RHEL 8,Medium,192.168.21.110,2022-11-18,2026-01-06
AST00979,CLI0102,Server,Ubuntu 22.04,Low,192.168.136.27,2026-03-22,
AST00980,CLI0221,firewall,Unknown,Medium,172.26.250.125,2026-06-29,
AST00981,CLI0285,firewall,Unknown,Critical,192.168.29.78,2026-05-24,
AST00982,CLI0267,router,Windows 11,Critical,10.205.185.211,2025-05-24,
AST00983,CLI0436,firewall,Unknown,Medium,192.168.143.22,2026-04-19,2025-09-27
AST00984,CLI0276,database,RHEL 8,Medium,172.31.52.213,2024-07-21,2025-06-30
AST00985,CLI0168,router,Windows 11,High,192.168.164.245,2022-07-24,
AST00986,CLI0389,Server,Unknown,Medium,192.168.227.124,2023-06-06,2025-12-23
AST00987,CLI0113,Server,macOS Sonoma,Low,10.243.198.64,2026-06-10,2026-05-08
AST00988,CLI0372,iot device,Ubuntu 20.04,Medium,192.168.99.225,2025-05-05,2026-05-13
AST00989,CLI0281,Server,Windows 10,Critical,192.168.65.119,2024-06-26,2025-07-30
AST00990,CLI0388,workstation,Windows 10,Medium,192.168.239.0,2023-03-02,
AST00991,CLI0502,workstation,Unknown,High,192.168.124.153,2023-05-05,
AST00992,CLI0278,Server,Windows 10,Low,10.14.246.40,2023-02-19,
AST00993,CLI0186,iot device,Unknown,Medium,172.24.62.126,2025-02-26,
AST00994,CLI0489,Server,Windows 11,High,Unknown,2025-02-26,2026-02-15
AST00995,CLI0160,firewall,Windows 11,Critical,172.26.166.78,2025-12-24,
AST00996,CLI0055,iot device,Ubuntu 22.04,High,192.168.175.187,2024-01-01,2026-03-25
AST00997,CLI0469,firewall,CentOS 7,High,172.29.251.152,2025-09-23,2025-08-10
AST00998,CLI0294,cloud instance,macOS Sonoma,Medium,10.174.51.167,2025-06-15,2026-06-07
AST00999,CLI0313,workstation,Ubuntu 20.04,Critical,10.65.60.220,2025-11-27,2026-06-13
AST01000,CLI0082,workstation,Ubuntu 22.04,Low,10.97.53.6,2025-11-18,2026-06-22
AST01001,CLI0087,cloud instance,Unknown,Critical,172.20.10.181,2024-07-28,2026-02-04
AST01002,CLI0435,Server,Windows 11,Critical,172.30.189.66,2023-10-04,2025-10-15
AST01003,CLI0128,router,Windows Server 2019,Medium,10.233.92.151,2023-01-31,2026-03-29
AST01004,CLI0008,router,Unknown,High,192.168.163.233,2023-09-24,2025-08-13
AST01005,CLI0044,Server,CentOS 7,Medium,192.168.110.112,2024-06-22,2025-11-13
AST01006,CLI0231,firewall,Windows 10,High,172.22.189.87,2025-11-20,2025-09-19
AST01007,CLI0362,Server,macOS Sonoma,Critical,192.168.91.168,2025-12-02,
AST01008,CLI0116,iot device,Ubuntu 22.04,High,192.168.81.129,2026-06-16,2026-01-15
AST01009,CLI0298,cloud instance,CentOS 7,High,192.168.178.85,2025-07-11,2025-11-19
AST01010,CLI0404,database,Ubuntu 20.04,High,172.22.62.49,2025-04-19,2026-01-15
AST01011,CLI0475,Server,CentOS 7,Low,172.17.187.96,2025-11-22,2025-12-13
AST01012,CLI0472,iot device,Ubuntu 20.04,High,10.226.62.149,2025-04-11,
AST01013,CLI0191,router,RHEL 8,Low,10.100.44.230,2025-06-08,
AST01014,CLI0203,workstation,Unknown,Medium,192.168.75.146,2024-01-01,
AST01015,CLI0127,mobile device,Windows Server 2019,Medium,10.49.45.43,2023-12-01,
AST01016,CLI0232,mobile device,macOS Sonoma,High,10.173.78.3,2024-11-12,
AST01017,CLI0187,Server,Ubuntu 20.04,Low,172.19.205.58,2023-06-16,2026-03-07
AST01018,CLI0450,firewall,Windows 11,High,10.192.48.182,2025-08-06,2026-06-26
AST01019,CLI0368,database,Windows 10,Medium,10.195.162.187,2023-08-06,2026-02-23
AST01020,CLI0405,router,RHEL 8,Low,10.62.125.138,2024-06-13,2026-02-28
AST01021,CLI0491,cloud instance,Windows 10,Critical,10.245.128.207,2023-08-03,
AST01022,CLI0131,iot device,macOS Sonoma,Medium,10.222.8.56,2023-09-08,2025-10-26
AST01023,CLI0399,firewall,Windows 10,Low,192.168.94.169,2024-02-12,2026-03-12
AST01024,CLI0160,iot device,Unknown,Low,192.168.250.36,2022-10-01,2026-05-01
AST01025,CLI0054,iot device,macOS Sonoma,Medium,192.168.106.56,2026-05-10,
AST01026,CLI0492,cloud instance,Ubuntu 20.04,Critical,192.168.2.185,2024-09-17,
AST01027,CLI0254,Server,Windows 11,High,10.82.138.38,2022-11-05,2025-09-30
AST01028,CLI0288,workstation,Ubuntu 20.04,High,10.152.223.52,2023-12-13,
AST01029,CLI0204,mobile device,Windows 10,High,192.168.153.232,2022-09-05,2026-05-26
AST01030,CLI0186,database,Unknown,High,172.30.60.201,2023-01-20,2025-12-25
AST01031,CLI0124,firewall,macOS Sonoma,Low,172.22.183.1,2025-03-31,2026-02-26
AST01032,CLI0150,router,Windows Server 2019,Medium,10.153.115.124,2025-12-01,2025-09-15
AST01033,CLI0390,router,Unknown,High,192.168.183.215,2023-08-09,2026-03-22
AST01034,CLI0228,iot device,macOS Sonoma,Critical,192.168.195.120,2025-02-03,
AST01035,CLI0053,cloud instance,Windows 10,High,172.20.149.116,2024-08-20,
AST01036,CLI0429,database,RHEL 8,Low,192.168.98.160,2025-05-08,2026-01-21
AST01037,CLI0054,iot device,Ubuntu 22.04,High,192.168.214.225,2025-10-12,2026-04-13
AST01038,CLI0104,router,Windows 11,High,172.23.235.128,2022-10-21,
AST01039,CLI0343,cloud instance,Windows 10,Low,192.168.168.161,2025-01-20,2025-10-29
AST01040,CLI0134,iot device,RHEL 8,High,172.23.57.120,2023-08-03,2026-06-22
AST01041,CLI0381,database,Ubuntu 20.04,Medium,10.53.194.234,2025-08-16,2025-08-13
AST01042,CLI0109,firewall,Unknown,Low,Unknown,2025-12-30,2026-04-20
AST01043,CLI0196,database,CentOS 7,Low,10.144.97.223,2024-09-12,2026-05-23
AST01044,CLI0352,cloud instance,CentOS 7,High,10.199.116.216,2023-03-20,2026-03-04
AST01045,CLI0158,Server,Windows 11,Medium,192.168.206.40,2024-05-26,2025-07-02
AST01046,CLI0259,Server,RHEL 8,High,192.168.64.179,2023-01-24,2025-10-04
AST01047,CLI0121,router,Windows 10,Critical,192.168.189.132,2025-04-28,2026-02-06
AST01048,CLI0023,firewall,Unknown,High,192.168.224.191,2026-06-09,2026-04-17
AST01049,CLI0297,Server,Unknown,Low,172.23.82.9,2023-09-18,2026-06-10
AST01050,CLI0195,router,CentOS 7,High,172.18.226.110,2025-01-12,2025-09-24
AST01051,CLI0077,firewall,CentOS 7,High,10.29.101.11,2022-10-31,2026-06-04
AST01052,CLI0400,router,Unknown,High,10.217.20.97,2025-03-15,2026-06-05
AST01053,CLI0164,Server,Ubuntu 22.04,Medium,172.19.253.121,2024-02-12,2026-05-28
AST01054,CLI0467,Server,Unknown,High,192.168.217.150,2025-04-21,2026-03-30
AST01055,CLI0304,cloud instance,Unknown,Low,192.168.21.175,2024-12-03,2026-06-17
AST01056,CLI0244,cloud instance,Windows Server 2019,High,192.168.89.129,2022-10-17,
AST01057,CLI0137,cloud instance,Windows Server 2019,High,10.194.24.181,2023-03-06,2026-06-18
AST01058,CLI0119,Server,RHEL 8,High,192.168.60.88,2023-08-27,
AST01059,CLI0333,workstation,Unknown,High,10.201.136.193,2023-05-13,
AST01060,CLI0302,iot device,Windows Server 2019,High,192.168.18.35,2026-03-27,
AST01061,CLI0225,cloud instance,Windows 11,High,10.235.179.128,2023-10-23,2025-06-30
AST01062,CLI0109,router,Ubuntu 20.04,High,192.168.181.133,2022-07-12,2025-09-09
AST01063,CLI0212,mobile device,Ubuntu 22.04,High,192.168.78.179,2024-02-20,2025-07-01
AST01064,CLI0405,firewall,CentOS 7,Medium,192.168.240.255,2024-01-28,
AST01065,CLI0378,firewall,CentOS 7,Low,10.137.249.128,2022-12-05,
AST01066,CLI0190,firewall,Ubuntu 22.04,Medium,10.222.48.6,2022-07-08,2026-03-15
AST01067,CLI0185,cloud instance,Windows Server 2019,High,10.20.156.121,2023-01-11,2025-11-30
AST01068,CLI0404,Server,Ubuntu 22.04,Low,10.101.226.68,2026-04-15,
AST01069,CLI0252,mobile device,macOS Sonoma,Low,10.253.187.9,2025-09-10,2026-03-17
AST01070,CLI0013,Server,Windows 10,Critical,172.28.113.114,2023-01-08,2026-06-14
AST01071,CLI0014,Server,Windows 11,Medium,10.6.252.254,2025-07-25,
AST01072,CLI0147,Server,Windows Server 2019,High,172.16.65.197,2024-03-25,2025-10-12
AST01073,CLI0347,workstation,Ubuntu 22.04,Medium,172.20.225.62,2025-05-30,2025-10-09
AST01074,CLI0455,firewall,Ubuntu 20.04,High,10.126.165.59,2025-02-27,2025-12-03
AST01075,CLI0058,Server,Ubuntu 20.04,High,10.92.196.180,2023-04-01,2026-05-07
AST01076,CLI0046,workstation,Unknown,High,10.67.188.70,2024-02-06,
AST01077,CLI0146,Server,Ubuntu 22.04,Low,10.102.55.172,2022-11-09,
AST01078,CLI0151,iot device,Ubuntu 20.04,Medium,172.23.103.218,2023-05-20,2025-07-21
AST01079,CLI0394,workstation,CentOS 7,Medium,172.25.188.190,2022-12-07,2025-11-09
AST01080,CLI0105,cloud instance,RHEL 8,Low,192.168.163.194,2026-01-27,2025-09-03
AST01081,CLI0370,workstation,Windows Server 2019,Medium,192.168.108.136,2023-08-20,
AST01082,CLI0343,Server,Windows 11,High,172.31.184.158,2023-12-13,2025-08-03
AST01083,CLI0309,Server,Ubuntu 20.04,High,10.66.183.189,2023-10-26,
AST01084,CLI0512,iot device,Ubuntu 20.04,High,192.168.190.65,2023-06-13,2025-10-07
AST01085,CLI0003,firewall,Windows 11,High,10.66.206.251,2025-01-04,
AST01086,CLI0490,workstation,Windows 10,Medium,192.168.98.199,2025-04-24,2025-07-26
AST01087,CLI0286,firewall,Windows 10,High,192.168.154.91,2025-05-24,2026-06-26
AST01088,CLI0395,iot device,RHEL 8,Critical,192.168.65.115,2023-04-06,2025-09-29
AST01089,CLI0424,Server,RHEL 8,Medium,192.168.187.101,2024-04-15,2026-05-28
AST01090,CLI0252,router,macOS Sonoma,Medium,10.11.51.47,2023-02-28,2026-06-18
AST01091,CLI0505,Server,Unknown,High,172.17.242.4,2025-09-02,2026-03-09
AST01092,CLI0432,Server,Unknown,High,172.18.102.72,2023-02-26,2025-11-16
AST01093,CLI0225,workstation,Ubuntu 22.04,High,Unknown,2025-08-11,2025-11-22
AST01094,CLI0372,Server,CentOS 7,Medium,10.111.132.126,2024-11-11,2025-07-02
AST01095,CLI0358,iot device,Windows 11,High,192.168.132.133,2023-09-16,2026-03-15
AST01096,CLI0432,database,Ubuntu 22.04,High,192.168.114.166,2022-09-04,2025-07-13
AST01097,CLI0142,workstation,Windows 11,Critical,10.142.54.25,2026-03-15,2026-04-14
AST01098,CLI0435,iot device,Windows Server 2019,High,192.168.107.129,2024-08-19,2025-11-03
AST01099,CLI0076,mobile device,Unknown,High,192.168.166.44,2022-10-29,2026-03-14
AST01100,CLI0375,firewall,Windows 10,Medium,192.168.150.252,2023-10-17,2026-04-23
AST01101,CLI0427,firewall,Windows 11,Critical,172.24.243.56,2023-03-15,2026-01-11
AST01102,CLI0307,mobile device,macOS Sonoma,High,192.168.195.147,2026-04-11,2026-02-13
AST01103,CLI0014,cloud instance,Windows 10,Medium,192.168.226.102,2023-05-18,2026-01-27
AST01104,CLI0033,Server,Windows 11,Medium,172.23.106.70,2025-05-31,
AST01105,CLI0434,mobile device,Unknown,High,172.21.206.245,2024-05-01,2025-09-01
AST01106,CLI0514,cloud instance,Ubuntu 22.04,Critical,192.168.92.94,2025-01-31,
AST01107,CLI0095,Server,macOS Sonoma,Medium,10.96.45.157,2022-10-09,
AST01108,CLI0058,database,macOS Sonoma,Medium,192.168.51.81,2025-05-23,2026-03-30
AST01109,CLI0080,mobile device,CentOS 7,High,10.193.120.217,2024-01-12,
AST01110,CLI0390,firewall,Windows Server 2019,High,192.168.67.172,2023-06-27,
AST01111,CLI0200,cloud instance,Windows 10,Low,192.168.4.207,2026-04-29,2026-03-25
AST01112,CLI0344,Server,Ubuntu 22.04,High,172.18.184.8,2023-04-21,2025-12-21
AST01113,CLI0067,database,Unknown,Low,172.25.214.25,2023-10-27,
AST01114,CLI0193,Server,Ubuntu 22.04,High,192.168.63.3,2022-07-30,2025-07-15
AST01115,CLI0276,workstation,Unknown,Medium,Unknown,2022-11-26,
AST01116,CLI0047,Server,RHEL 8,Low,10.12.73.215,2023-05-27,2025-11-17
AST01117,CLI0366,cloud instance,macOS Sonoma,Medium,172.28.79.210,2025-03-29,
AST01118,CLI0365,firewall,Windows 10,High,172.19.134.59,2023-05-24,2025-10-10
AST01119,CLI0516,workstation,Unknown,High,10.60.152.127,2023-12-08,2026-06-02
AST01120,CLI0392,mobile device,Unknown,High,10.91.43.179,2024-03-17,
AST01121,CLI0166,firewall,CentOS 7,Low,172.25.166.105,2024-12-28,2025-10-12
AST01122,CLI0238,database,Windows 11,High,172.27.207.197,2026-03-23,2026-03-16
AST01123,CLI0350,mobile device,Windows 11,High,10.76.26.237,2025-08-09,2025-08-22
AST01124,CLI0442,Server,macOS Sonoma,Medium,172.31.79.80,2025-10-02,2025-12-02
AST01125,CLI0077,firewall,Unknown,High,192.168.46.79,2023-10-14,2025-08-14
AST01126,CLI0016,firewall,Ubuntu 20.04,Medium,172.29.144.8,2024-06-02,2026-06-20
AST01127,CLI0511,workstation,CentOS 7,High,192.168.125.231,2024-01-10,
AST01128,CLI0166,workstation,Ubuntu 20.04,Medium,172.23.93.25,2024-01-12,2026-01-27
AST01129,CLI0073,firewall,CentOS 7,High,192.168.112.76,2025-04-22,
AST01130,CLI0453,firewall,Windows 10,Medium,10.242.166.121,2026-04-29,
AST01131,CLI0294,router,macOS Sonoma,High,172.20.117.140,2023-09-03,2026-05-07
AST01132,CLI0133,mobile device,RHEL 8,Medium,172.23.47.209,2022-09-19,
AST01133,CLI0383,workstation,macOS Sonoma,Medium,192.168.13.125,2025-04-12,2025-07-18
AST01134,CLI0044,Server,Windows Server 2019,High,10.37.197.56,2024-05-26,2025-08-25
AST01135,CLI0009,firewall,Windows 10,High,10.40.113.207,2023-06-23,2026-04-29
AST01136,CLI0409,workstation,Ubuntu 22.04,Critical,172.21.214.107,2024-05-16,2026-01-08
AST01137,CLI0096,iot device,CentOS 7,Critical,172.26.203.118,2024-04-08,
AST01138,CLI0112,workstation,Windows 11,High,10.16.113.234,2024-11-28,
AST01139,CLI0444,database,macOS Sonoma,High,172.30.137.152,2024-09-16,
AST01140,CLI0498,database,CentOS 7,Low,192.168.116.98,2024-03-09,2025-08-25
AST01141,CLI0160,mobile device,Windows 11,High,192.168.64.17,2025-06-19,2025-07-19
AST01142,CLI0033,Server,macOS Sonoma,Low,172.18.120.127,2025-10-04,
AST01143,CLI0441,mobile device,Ubuntu 22.04,Low,192.168.194.204,2023-02-25,2026-04-19
AST01144,CLI0434,cloud instance,Ubuntu 20.04,High,10.53.115.236,2022-10-21,2026-02-04
AST01145,CLI0071,cloud instance,macOS Sonoma,Low,10.83.85.84,2024-08-29,2026-02-02
AST01146,CLI0463,router,Unknown,Medium,172.22.116.137,2025-01-17,
AST01147,CLI0189,Server,Windows 10,Critical,192.168.247.181,2022-09-04,
AST01148,CLI0169,database,RHEL 8,Critical,10.144.151.4,2026-04-30,2025-10-22
AST01149,CLI0165,router,RHEL 8,High,172.20.37.0,2025-04-21,2025-08-03
AST01150,CLI0204,workstation,Unknown,Medium,192.168.76.229,2022-08-03,2025-12-20
AST01151,CLI0325,Server,Windows 11,Critical,10.77.150.93,2025-03-22,
AST01152,CLI0325,workstation,macOS Sonoma,High,192.168.110.105,2025-09-21,2026-02-23
AST01153,CLI0462,firewall,CentOS 7,High,10.174.205.252,2024-04-13,2025-08-16
AST01154,CLI0038,database,Ubuntu 22.04,Critical,192.168.220.159,2022-08-27,2026-03-16
AST01155,CLI0387,database,RHEL 8,Medium,10.38.102.44,2026-04-29,2026-06-27
AST01156,CLI0015,iot device,RHEL 8,Low,10.73.5.209,2025-07-23,
AST01157,CLI0515,workstation,CentOS 7,High,10.232.220.147,2023-10-01,
AST01158,CLI0421,iot device,RHEL 8,High,172.27.78.203,2022-11-07,2026-04-07
AST01159,CLI0344,workstation,Windows 11,Critical,172.24.49.94,2025-07-18,2025-12-07
AST01160,CLI0167,Server,macOS Sonoma,Critical,10.249.253.21,2022-08-26,2025-11-22
AST01161,CLI0448,cloud instance,Unknown,High,192.168.66.10,2024-04-04,2026-01-02
AST01162,CLI0107,workstation,Windows Server 2019,Medium,172.29.56.227,2024-07-08,2025-10-03
AST01163,CLI0509,Server,Unknown,Low,192.168.29.54,2025-06-16,2026-04-25
AST01164,CLI0034,cloud instance,macOS Sonoma,Medium,10.53.233.158,2023-08-28,
AST01165,CLI0391,workstation,Ubuntu 22.04,High,10.236.175.198,2025-03-03,2025-11-03
AST01166,CLI0360,mobile device,macOS Sonoma,High,192.168.238.1,2022-12-06,2025-08-07
AST01167,CLI0406,Server,RHEL 8,High,172.22.98.17,2024-02-06,
AST01168,CLI0275,cloud instance,Ubuntu 20.04,High,192.168.243.211,2022-12-14,
AST01169,CLI0248,Server,macOS Sonoma,Low,Unknown,2026-04-15,2025-08-21
AST01170,CLI0384,Server,Unknown,High,192.168.194.180,2022-09-29,2026-04-13
AST01171,CLI0441,database,Unknown,Critical,172.22.196.140,2025-12-19,2026-03-06
AST01172,CLI0403,Server,Unknown,Critical,172.21.162.168,2022-10-30,2025-11-24
AST01173,CLI0400,firewall,macOS Sonoma,High,172.30.114.10,2025-12-23,
AST01174,CLI0237,workstation,Windows 11,Medium,172.17.184.65,2022-11-12,2025-11-01
AST01175,CLI0402,cloud instance,Unknown,Medium,172.27.45.69,2026-04-06,2025-12-22
AST01176,CLI0096,workstation,Windows Server 2019,Critical,Unknown,2025-08-18,2025-12-05
AST01177,CLI0157,Server,Unknown,High,192.168.5.21,2024-09-26,2026-05-22
AST01178,CLI0392,Server,Windows 11,Critical,192.168.74.11,2023-10-15,
AST01179,CLI0192,database,Ubuntu 22.04,High,192.168.162.14,2022-07-20,2026-05-23
AST01180,CLI0388,cloud instance,Windows Server 2019,High,172.19.162.170,2025-08-30,2026-03-02
AST01181,CLI0024,Server,Windows 10,Low,192.168.230.175,2026-04-08,2026-02-16
AST01182,CLI0126,workstation,Windows 11,High,192.168.49.228,2022-08-22,2026-03-28
AST01183,CLI0096,workstation,CentOS 7,High,192.168.85.11,2024-11-23,2025-09-16
AST01184,CLI0401,workstation,CentOS 7,High,Unknown,2023-04-05,2026-03-04
AST01185,CLI0499,workstation,Ubuntu 22.04,High,172.16.132.163,2023-09-14,
AST01186,CLI0462,firewall,Windows 11,High,Unknown,2022-12-29,2025-12-28
AST01187,CLI0033,workstation,RHEL 8,High,172.27.69.80,2025-10-21,2026-06-20
AST01188,CLI0006,firewall,Unknown,High,172.21.160.68,2024-04-30,2025-11-12
AST01189,CLI0198,Server,Windows Server 2019,Medium,Unknown,2023-02-22,2025-10-11
AST01190,CLI0157,database,RHEL 8,Low,192.168.223.255,2025-01-11,2026-03-12
AST01191,CLI0336,firewall,Ubuntu 22.04,Low,10.53.38.218,2022-11-07,2025-07-05
AST01192,CLI0275,cloud instance,CentOS 7,Medium,10.51.12.38,2025-01-10,
AST01193,CLI0302,mobile device,CentOS 7,Critical,192.168.215.94,2023-05-05,
AST01194,CLI0198,cloud instance,Windows 11,Medium,10.240.108.8,2026-04-18,2026-04-15
AST01195,CLI0288,router,Windows 10,Medium,172.28.170.118,2022-07-11,2025-09-18
AST01196,CLI0320,firewall,Ubuntu 22.04,High,172.24.118.198,2023-09-22,
AST01197,CLI0434,Server,Ubuntu 20.04,High,192.168.212.64,2022-08-16,2025-07-08
AST01198,CLI0393,router,Ubuntu 22.04,Medium,192.168.162.139,2023-11-01,2026-06-27
AST01199,CLI0066,mobile device,Windows 11,Low,10.200.96.166,2023-04-07,
AST01200,CLI0420,cloud instance,Unknown,High,192.168.199.228,2026-05-27,2026-05-25
AST01201,CLI0361,router,Windows Server 2019,Low,192.168.118.65,2022-11-22,
AST01202,CLI0440,firewall,RHEL 8,Medium,192.168.200.181,2025-11-12,2025-10-02
AST01203,CLI0381,iot device,Windows 11,High,192.168.165.18,2023-04-23,2025-08-02
AST01204,CLI0327,Server,RHEL 8,Medium,192.168.78.92,2022-08-09,
AST01205,CLI0239,Server,Windows 10,Critical,10.12.242.203,2025-06-18,2025-08-15
AST01206,CLI0223,workstation,Unknown,High,192.168.95.132,2023-06-15,2025-10-15
AST01207,CLI0077,Server,macOS Sonoma,High,192.168.193.151,2025-07-29,
AST01208,CLI0328,database,Ubuntu 22.04,Low,10.52.243.93,2022-12-09,
AST01209,CLI0048,cloud instance,macOS Sonoma,Low,10.92.123.59,2022-11-12,2025-12-26
AST01210,CLI0335,Server,macOS Sonoma,Medium,10.251.105.50,2025-09-04,
AST01211,CLI0019,Server,Windows Server 2019,Critical,192.168.214.254,2023-12-30,
AST01212,CLI0038,Server,Unknown,Low,10.5.49.27,2026-02-09,2026-02-25
AST01213,CLI0072,mobile device,Windows 10,High,10.175.132.217,2026-06-20,2026-02-08
AST01214,CLI0309,cloud instance,RHEL 8,High,192.168.130.77,2026-03-14,2025-09-07
AST01215,CLI0321,mobile device,Unknown,Low,10.78.0.76,2023-05-12,2026-05-23
AST01216,CLI0466,mobile device,Windows 10,High,10.112.132.135,2022-10-29,2025-08-14
AST01217,CLI0106,Server,Ubuntu 22.04,Low,172.18.241.106,2023-11-21,2026-01-16
AST01218,CLI0108,iot device,macOS Sonoma,Medium,192.168.223.67,2024-07-17,2025-11-22
AST01219,CLI0378,Server,Windows Server 2019,High,10.143.234.20,2026-05-05,
AST01220,CLI0045,workstation,Windows Server 2019,High,192.168.105.98,2026-04-23,
AST01221,CLI0389,cloud instance,Windows 11,Medium,172.24.177.141,2025-10-04,2026-02-11
AST01222,CLI0130,iot device,Windows 11,High,172.27.75.21,2023-12-28,
AST01223,CLI0458,workstation,Unknown,Medium,10.129.145.143,2024-11-03,
AST01224,CLI0502,cloud instance,RHEL 8,High,192.168.180.90,2024-02-01,2025-08-09
AST01225,CLI0095,cloud instance,Ubuntu 20.04,High,172.27.114.164,2023-06-23,2025-11-12
AST01226,CLI0249,database,Windows 10,Low,10.62.158.148,2022-07-14,2026-03-07
AST01227,CLI0218,Server,Ubuntu 22.04,Critical,10.164.163.172,2026-02-02,2026-01-20
AST01228,CLI0500,workstation,RHEL 8,Medium,192.168.111.87,2022-11-27,2026-02-06
AST01229,CLI0321,cloud instance,CentOS 7,High,192.168.215.239,2025-03-22,2026-04-22
AST01230,CLI0109,firewall,Ubuntu 22.04,High,10.252.228.243,2024-06-27,
AST01231,CLI0208,router,Ubuntu 22.04,Low,10.167.92.32,2024-11-09,2025-09-23
AST01232,CLI0315,Server,Windows 10,Medium,10.2.97.23,2026-02-20,2025-10-11
AST01233,CLI0113,database,Windows Server 2019,Critical,172.17.64.121,2023-11-04,2025-07-04
